region,sector,gender_lead,repayment_interval,loan_amount,funded_amount,lender_count,average_count
Ngong,Personal Use,male,monthly,1250.0,1250.0,39,15.2325419274645
"Kamkunji, Majengo.",Services,male,monthly,1250.0,1250.0,48,20.299785517630102
Kapsabet,Housing,female,monthly,1225.0,1225.0,34,13.904369827689015
Murang'a,Agriculture,male,irregular,1225.0,1225.0,47,18.214571802209626
Nyandarua South,Construction,male,monthly,1225.0,1225.0,46,18.02284711711181
Nkubu,Services,female,monthly,1225.0,1225.0,45,10.23626518423081
Kisumu,Personal Use,female,monthly,1225.0,1225.0,49,13.85713450883411
ELDAMA RAVINE,Food,male,monthly,1200.0,1200.0,28,15.987331845058252
East Nairob,Services,male,irregular,1200.0,600.0,21,10.661286933916003
Tala;Kangundo,Construction,male,monthly,1200.0,1200.0,41,19.395304655298396
Changamwe,Agriculture,female,monthly,1200.0,1200.0,38,2.432282349131897
Kisauni,Manufacturing,female,irregular,1200.0,1200.0,38,23.492756735537032
Emali,Retail,female,monthly,1200.0,1200.0,37,17.644459214567803
Kisumu,Health,male,irregular,1200.0,1200.0,35,22.174936089957132
Bungoma,Education,female,irregular,1200.0,1200.0,47,25.874380996847815
Meru,Food,male,monthly,1200.0,175.0,6,17.273550996126556
Kitengela;Nairobi,Services,female,monthly,1200.0,1200.0,42,27.71841591648684
Githunguri,Services,female,irregular,1200.0,600.0,14,18.312523631247903
Migori,Construction,female,monthly,1200.0,1200.0,20,9.7878810779122
Ruiru,Services,female,irregular,1200.0,1200.0,37,19.98733131115123
Kariobangi South,Services,male,monthly,1200.0,1200.0,25,23.633540134558228
Maua,Agriculture,male,irregular,1200.0,325.0,10,18.07591529283982
Samburu,Construction,female,irregular,1200.0,1200.0,45,14.813263496065431
Kerugoya,Services,female,monthly,1200.0,450.0,16,16.28370303697472
"Kinoo, Nairobi",Housing,female,monthly,1200.0,1200.0,35,14.899305388370044
Thika,Food,male,irregular,1200.0,600.0,21,15.83789086455616
ELDAMA RAVINE,Services,female,monthly,1200.0,1200.0,40,18.122939984513238
Eldoret,Housing,female,monthly,1200.0,1200.0,34,20.463721928001043
Viwandani,Services,male,monthly,1200.0,1200.0,38,22.816424714177693
Samburu,Food,female,monthly,1175.0,1175.0,29,13.667046720097021
Dagoretti,Services,male,monthly,1175.0,1175.0,31,18.007350016029946
Meru,Retail,female,monthly,1175.0,1175.0,43,19.39053055264874
Keroka,Agriculture,male,monthly,1175.0,1175.0,39,22.30587698497356
"Mpeketoni, Lamu",Services,male,monthly,1175.0,1175.0,39,13.854730998143138
Migori,Health,female,monthly,1175.0,1175.0,29,19.16432493126176
"Tudor, Mombasa",Agriculture,female,irregular,1175.0,1175.0,32,24.428403579157898
Tala;Kangundo,Clothing,male,monthly,1175.0,1175.0,36,23.524805474707446
Kisauni,Entertainment,male,irregular,1175.0,1175.0,40,17.81045454681605
Kitengela,Agriculture,female,monthly,1175.0,1175.0,27,12.79530925325711
Ndunyu Njeru,Food,male,monthly,1175.0,1175.0,45,20.618542101074187
Nyandarua South,Health,male,monthly,1175.0,1175.0,31,18.165139219932204
Chuka,Construction,male,monthly,1175.0,850.0,31,14.250950259178978
"Kangemi, Nairobi",Housing,male,monthly,1175.0,1000.0,21,17.612470247738088
Majengo,Retail,male,monthly,1175.0,1175.0,41,17.57456194975468
Nyandarua South,Manufacturing,male,monthly,1175.0,1175.0,39,10.14665116699828
Mwambalazi,Housing,female,irregular,1175.0,1175.0,44,14.83776017600376
Samburu,Retail,male,irregular,1175.0,925.0,30,18.192868983550778
Voi,Agriculture,male,irregular,1175.0,875.0,30,17.396360844184485
Siongiroi,Services,male,monthly,1175.0,725.0,24,13.946669702328013
MARIGAT,Food,male,monthly,1175.0,1175.0,24,16.753278886809174
Nairobi,Transportation,male,monthly,1175.0,1175.0,42,21.20676581302956
Nairobi,Agriculture,male,irregular,1150.0,1150.0,37,18.899522056437792
"Miritini, Mombasa",Clothing,female,monthly,1150.0,1150.0,41,13.441826482348514
"Mikindani, Mombasa",Services,female,monthly,1150.0,1150.0,44,15.944861616150542
Eastland,Wholesale,male,monthly,1150.0,1150.0,39,13.98900440296083
Molo,Food,male,irregular,1150.0,1150.0,42,18.907367359511785
"Changamwe, Mombasa",Retail,male,monthly,1150.0,900.0,28,17.092764160705407
Kimilili,Personal Use,female,bullet,1150.0,1150.0,40,21.862670651436364
Nyandarua South,Food,female,monthly,1150.0,1150.0,41,17.733853030974647
Eastlands,Housing,male,monthly,1150.0,1150.0,24,25.305633619287892
Nairobi Central,Services,male,irregular,1150.0,1150.0,45,15.161439082097882
Kisauni,Health,female,irregular,1150.0,1150.0,43,25.156156487621814
Naivasha,Services,female,irregular,1150.0,1150.0,45,11.352605103643786
Bondo,Clothing,female,monthly,1150.0,1150.0,37,7.310392956007768
Bondo,Transportation,male,monthly,1150.0,1150.0,43,25.9071113903922
Narok,Arts,female,monthly,1150.0,1150.0,29,20.416845444693546
MOGOTIO,Retail,female,monthly,1150.0,1150.0,29,18.645381598665967
Kawangware,Food,male,irregular,1150.0,1150.0,14,19.50454788371584
Mukuru (Nairobi),Education,female,monthly,1150.0,1150.0,42,28.205217269910516
Nairobi,Food,female,irregular,1125.0,1125.0,37,14.796055704173076
karatina,Agriculture,female,irregular,1125.0,1125.0,35,13.048337404927226
Molo,Personal Use,male,monthly,1125.0,1125.0,39,27.113404789528822
Mariakani,Clothing,female,irregular,1125.0,1125.0,36,18.981309467020115
Mariakani,Construction,male,irregular,1125.0,1125.0,31,18.051271953046538
Kamukuywa,Agriculture,female,bullet,1125.0,1125.0,35,18.58171859556565
Majengo Kakamega,Food,male,monthly,1125.0,1125.0,24,11.576705529020396
Siaya,Construction,male,monthly,1125.0,1125.0,43,13.011565064815297
Narok,Education,female,monthly,1125.0,1125.0,41,15.109484768644418
malindi,Clothing,female,irregular,1125.0,1125.0,40,23.445569372463883
Embu-town,Services,male,monthly,1125.0,1125.0,40,19.9353098569396
malindi,Services,male,monthly,1125.0,125.0,5,16.888775274618943
Nairobi,Agriculture,female,monthly,1100.0,1100.0,38,23.2332324578678
Litein,Food,male,irregular,1100.0,725.0,16,22.39120346619372
Kapsabet,Housing,male,monthly,1100.0,325.0,8,16.643629592884352
Muhoroni,Manufacturing,female,irregular,1100.0,1100.0,40,17.529152764916912
"Mtito Andei , kibwezi",Retail,female,monthly,1100.0,1100.0,41,23.54498667972759
Homa Bay,Agriculture,female,irregular,1100.0,1100.0,33,13.62066299356123
Nairobi,Housing,female,monthly,1100.0,1100.0,39,16.619144197221154
Koibatek,Education,female,monthly,1100.0,1100.0,5,16.536805490268158
Olkalou,Retail,male,monthly,1100.0,1100.0,28,16.420401326454094
Muranga,Services,male,irregular,1100.0,1100.0,27,17.037749679034498
West Nairobi,Food,male,irregular,1100.0,1100.0,35,19.15326320273495
Mombasa,Construction,female,irregular,1100.0,1100.0,39,20.794336047840936
Ngong,Retail,female,monthly,1100.0,700.0,23,18.485499389285767
Kericho,Manufacturing,male,irregular,1100.0,1100.0,39,13.94452712053309
Kakamega,Construction,female,irregular,1100.0,1100.0,35,15.915456934061643
Eastlands,Construction,male,monthly,1100.0,1100.0,34,13.048697289768691
Narok,Construction,female,monthly,1100.0,1100.0,29,15.051583055034941
Siaya,Services,male,monthly,1100.0,1100.0,39,18.80427174924432
nyeri,Transportation,male,monthly,1100.0,1100.0,34,22.58722294808948
Nairobi Central,Manufacturing,female,monthly,1100.0,1100.0,23,16.003550397638953
nyeri,Transportation,male,irregular,1100.0,500.0,13,11.048140586477466
Nyeri,Retail,female,irregular,1100.0,1100.0,31,9.98907413522967
Embu-town,Retail,female,monthly,1100.0,1100.0,38,20.061826798514673
Muranga,Clothing,female,irregular,1100.0,1100.0,37,11.266961231996751
Luanda,Clothing,female,monthly,1100.0,1100.0,19,17.00610460093653
Kakamega,Housing,male,monthly,1100.0,1100.0,35,18.802843881289736
Kitiri;Nyandarua South,Agriculture,male,monthly,1100.0,1100.0,28,15.599279753560804
Migori,Manufacturing,male,monthly,1075.0,1075.0,21,9.808434273317303
Limuru,Agriculture,male,irregular,1075.0,725.0,29,23.50756271420433
Thika,Health,female,monthly,1075.0,1075.0,34,11.462063489172156
Keroka,Food,female,irregular,1075.0,1075.0,43,12.223004579244447
Thika,Education,male,irregular,1075.0,1075.0,38,16.002480214579275
Ngara,Education,female,monthly,1075.0,1075.0,39,15.436425273054283
Shieywe Vihiga,Retail,male,monthly,1075.0,1075.0,28,20.606537831616965
Dagoretti,Retail,male,monthly,1075.0,1075.0,30,21.513163086728262
Bomet ;Narok,Agriculture,female,monthly,1050.0,1050.0,36,11.007791023767231
Ngong,Food,male,monthly,1050.0,1050.0,37,28.465349101638783
Ngara,Services,female,irregular,1050.0,1050.0,39,12.81670169748511
Ongata-Rongai,Food,male,irregular,1050.0,1050.0,27,13.582763266516872
Tiribe,Health,female,irregular,1050.0,1050.0,34,15.213508347503632
Msambweni,Food,female,monthly,1050.0,1050.0,24,12.631570384358314
Machakos,Services,female,irregular,1050.0,1050.0,28,14.82354605002073
Kibwezi,Construction,male,irregular,1050.0,1050.0,37,6.703018448862939
"Vikwatani, Mombasa",Food,male,monthly,1050.0,525.0,19,14.678307613391487
Voi,Manufacturing,female,irregular,1050.0,1050.0,39,20.264906557372818
Nairobi Central,Agriculture,female,monthly,1050.0,1050.0,30,12.602686273319444
Kapsowar,Personal Use,female,irregular,1050.0,1050.0,39,18.609379100282997
Bamba Kilifi,Housing,female,monthly,1050.0,1050.0,27,22.69571772161622
nyeri,Transportation,female,monthly,1050.0,1050.0,37,15.116772283749526
Kakamega,Personal Use,female,monthly,1050.0,1050.0,41,9.006970792688385
Kisumu,Housing,male,monthly,1050.0,1050.0,35,20.92097010071941
Kisauni,Agriculture,male,irregular,1050.0,1050.0,40,20.210336166748238
Mukuru (Nairobi),Housing,female,monthly,1050.0,1050.0,35,21.000733462586577
Nairobi Central,Health,female,monthly,1050.0,1050.0,36,11.327409736235957
Likoni,Manufacturing,male,irregular,1025.0,1025.0,35,14.528053934406476
Voi,Transportation,male,irregular,1025.0,1025.0,33,16.83070148084737
Ndunyu Njeru,Retail,female,monthly,1025.0,1025.0,36,19.269992535348702
Thika Road,Agriculture,male,monthly,1025.0,1025.0,34,15.808192202057601
Samburu,Food,male,irregular,1025.0,825.0,29,19.16309350497053
"Majaoni, Mombasa",Retail,female,monthly,1025.0,1025.0,35,27.218512752771936
karatina,Manufacturing,male,monthly,1025.0,1025.0,36,11.499662290872557
"Kwa Njenga, Mukuru, Nairobi.",Housing,male,monthly,1025.0,1025.0,31,12.500782451392467
Oloitoktok,Education,male,monthly,1025.0,1025.0,19,11.651116764266684
Kisii,Food,male,irregular,1025.0,1025.0,32,18.43898212060308
Kisumu,Housing,male,irregular,1000.0,1000.0,36,16.60999343207869
"Kangemi, Nairobi",Agriculture,female,monthly,1000.0,1000.0,26,12.038245488651416
Taveta,Education,female,monthly,1000.0,1000.0,37,7.439548079273641
Meru,Agriculture,female,monthly,1000.0,1000.0,26,17.06001155885862
Nyeri,Clothing,female,irregular,1000.0,1000.0,32,28.176889188606282
Mikinduri,Education,female,irregular,1000.0,1000.0,32,24.92054080541407
Kalile ;Tala,Agriculture,female,monthly,1000.0,1000.0,37,20.147414890878707
Naivasha,Services,male,irregular,1000.0,1000.0,26,17.739464007163438
"Jitoni, Mombasa",Services,female,monthly,1000.0,1000.0,35,14.647779997835391
Kitale,Education,male,monthly,1000.0,1000.0,37,10.76099846207774
CHEPSIGOT,Retail,male,monthly,1000.0,825.0,5,15.283991276667075
Thika,Construction,female,irregular,1000.0,1000.0,39,14.238294098665937
Ruiru,Food,male,irregular,1000.0,375.0,10,14.16009243828031
"Jomvu, Mombasa",Retail,male,monthly,1000.0,1000.0,33,14.590936451364916
Palakumi,Agriculture,female,bullet,1000.0,1000.0,38,22.6050697655077
Thika,Services,male,irregular,1000.0,250.0,10,16.86482912123501
Bomet,Clothing,male,irregular,1000.0,600.0,23,17.944569779102117
Kisumu,Education,male,irregular,1000.0,1000.0,37,15.03231105995654
Kimilili,Food,male,irregular,1000.0,1000.0,27,24.59844056939465
Voi,Housing,female,monthly,1000.0,1000.0,33,21.190068818747964
Naivasha,Clothing,male,irregular,1000.0,1000.0,31,24.37798317705017
Changamwe,Construction,female,monthly,1000.0,1000.0,36,17.59892417755232
Kawangware,Health,male,monthly,1000.0,1000.0,34,19.85402105119186
Narok,Agriculture,female,irregular,1000.0,1000.0,35,19.824139626692155
Kisauni,Arts,female,irregular,1000.0,1000.0,39,12.83123126671842
litein,Agriculture,female,irregular,1000.0,1000.0,39,13.174779947434569
Nanyuki,Transportation,male,irregular,1000.0,1000.0,35,10.784132963078273
Keroka,Retail,male,irregular,1000.0,1000.0,22,21.348132812926302
Githurai,Entertainment,male,monthly,1000.0,1000.0,38,20.504205265119847
Meru,Retail,male,irregular,1000.0,125.0,5,14.88552935045972
Nyahururu,Services,female,irregular,1000.0,1000.0,31,21.146926263193457
malindi,Agriculture,female,monthly,1000.0,1000.0,28,19.562561948911167
Matuu,Retail,female,irregular,1000.0,500.0,17,10.386933986812384
Nandi Hills,Services,female,monthly,1000.0,1000.0,34,17.85974043250445
Nairobi West,Clothing,female,monthly,1000.0,1000.0,30,21.5252628301733
Maua,Education,female,monthly,1000.0,1000.0,25,12.180857369414092
Githunguri,Construction,male,irregular,1000.0,525.0,21,5.22952673638178
Kimilili,Health,male,irregular,1000.0,1000.0,37,21.538339185312267
"Bombolulu-Kisimani, Mombasa",Retail,male,monthly,1000.0,1000.0,17,22.74773989651958
nyeri,Services,female,irregular,1000.0,550.0,19,14.285794958712566
Ngara,Manufacturing,male,monthly,1000.0,1000.0,33,14.564196491180649
Kericho,Education,female,irregular,1000.0,1000.0,35,12.89160882277891
Eastland,Arts,female,monthly,1000.0,1000.0,38,20.601203172385972
Eldoret,Clothing,male,irregular,1000.0,825.0,25,6.982244639246144
Kericho,Education,male,irregular,1000.0,1000.0,37,25.685474578405472
Naivasha,Food,male,irregular,1000.0,700.0,20,23.307117907219904
Embu,Education,male,monthly,1000.0,1000.0,19,15.17904678404601
Migori,Clothing,female,irregular,1000.0,1000.0,30,26.843211911307982
Nairobi Central,Clothing,female,bullet,1000.0,1000.0,22,21.643102692645577
Kericho,Health,male,irregular,1000.0,1000.0,27,28.38161409165261
Homebay,Clothing,male,irregular,1000.0,1000.0,40,5.669603275808365
Bomet,Education,male,monthly,1000.0,1000.0,33,19.284340044470255
"Bombolulu-Kisimani, Mombasa",Services,female,monthly,1000.0,700.0,25,17.84867719892457
"Marikiti, Mombasa",Retail,male,monthly,975.0,50.0,2,19.062636153440888
Changamwe,Food,male,irregular,975.0,975.0,37,15.772404592181191
Kisii,Retail,female,irregular,975.0,975.0,11,14.553213402384548
Bungoma,Personal Use,male,monthly,975.0,750.0,27,9.655841632123124
"Kapture, Kapsabet",Clothing,female,monthly,975.0,425.0,16,21.067738366684786
"Jitoni, Mombasa",Transportation,male,monthly,975.0,975.0,27,17.011562349891413
Tezo,Agriculture,male,bullet,975.0,975.0,35,15.893925917426273
Luanda,Construction,female,monthly,975.0,975.0,31,23.387799450724284
Murang'a,Agriculture,female,irregular,975.0,975.0,24,13.600277209991978
Kapsabet,Retail,female,irregular,950.0,950.0,26,21.426637322649903
Usenge;Kisumu,Retail,male,monthly,950.0,950.0,33,15.60892694924668
East Nairob,Retail,male,irregular,950.0,200.0,8,14.919160561433968
"Kamkunji, Nairobi.",Housing,female,monthly,950.0,950.0,27,10.522235437070362
Bomet,Construction,male,irregular,950.0,950.0,29,19.326571133672957
Keroka,Services,male,monthly,950.0,950.0,33,11.333059712283163
nyeri,Housing,female,monthly,950.0,950.0,32,23.532016445033854
Ndunyu Njeru,Construction,male,monthly,950.0,950.0,24,8.644717331707668
Nyahururu,Retail,female,irregular,950.0,625.0,25,16.351922086513085
"Kilibwoni, Kapsabet",Food,female,monthly,925.0,925.0,28,15.427733484091211
"Mpeketoni, Lamu",Construction,male,monthly,925.0,925.0,33,16.390233048113693
Siongiroi,Education,male,monthly,925.0,925.0,27,8.403724202805368
Luanda,Agriculture,female,monthly,925.0,925.0,22,16.9383406938556
Eldoret,Construction,female,monthly,925.0,925.0,33,14.160986177282252
KABARNET,Services,male,monthly,925.0,925.0,21,15.220636217998033
karatina,Clothing,male,monthly,925.0,925.0,30,21.536171847223276
Nandi Hills,Food,female,irregular,925.0,925.0,32,15.145272333410954
Samburu,Transportation,male,irregular,925.0,550.0,20,20.416724677784114
Mmbale,Agriculture,female,bullet,925.0,925.0,31,17.46200734519828
Kitengela;Nairobi,Agriculture,female,monthly,925.0,925.0,23,15.870975568912302
Siaya,Food,male,monthly,925.0,925.0,35,15.473517265245691
Tiribe,Food,female,monthly,900.0,900.0,24,14.354653604367819
Tiribe,Retail,female,monthly,900.0,900.0,18,23.760552364721345
Nairobi Central,Construction,male,monthly,900.0,900.0,31,19.31284945945268
Bamba Kilifi,Clothing,female,monthly,900.0,900.0,36,9.539112688594496
Msambweni,Personal Use,female,irregular,900.0,900.0,30,16.674298382080327
Nyahururu,Clothing,female,irregular,900.0,900.0,13,13.459650816233015
Webuye,Personal Use,male,bullet,900.0,900.0,20,17.79200285095334
Thika-Town,Construction,male,monthly,900.0,900.0,32,9.992533636624431
Eastlands,Food,female,monthly,900.0,900.0,22,20.85469779975635
Lelan,Agriculture,male,monthly,900.0,900.0,27,16.504243316794707
Kipasi,Agriculture,male,bullet,900.0,900.0,17,12.94968860210532
Nairobi Central,Arts,female,monthly,900.0,900.0,34,17.69593319897055
Nyeri,Transportation,male,irregular,900.0,750.0,16,17.61708806357736
Limuru,Food,female,irregular,900.0,900.0,17,13.322683301293184
"Bombolulu-Kisimani, Mombasa",Transportation,female,monthly,900.0,900.0,32,11.677348907207463
Nyandarua South,Clothing,female,monthly,900.0,900.0,24,10.669015252456125
Chuka,Education,male,monthly,900.0,900.0,33,13.562036779467528
Kiambu,Manufacturing,male,monthly,900.0,900.0,29,20.352941524730664
Limuru,Arts,male,monthly,900.0,900.0,35,19.579141258054722
Matuu,Food,female,irregular,900.0,200.0,7,14.813332966992425
"Magogoni, Mombasa",Clothing,female,monthly,900.0,900.0,35,26.100213396798754
"Bamburi, Mombasa",Transportation,female,monthly,900.0,900.0,26,6.383534179421955
Luanda,Transportation,male,monthly,900.0,900.0,30,13.178408047020282
Kisii,Education,male,monthly,900.0,900.0,30,24.338014767062454
Kakamega,Education,female,irregular,900.0,900.0,35,17.52746009531147
Ngara,Retail,male,irregular,900.0,900.0,23,25.709573610614964
Sotik,Food,female,monthly,900.0,600.0,22,18.731851532258652
Chuka,Manufacturing,male,monthly,900.0,900.0,21,23.360269056598003
Kapsowar,Agriculture,male,irregular,900.0,900.0,33,6.1180268836718605
Changamwe,Transportation,female,irregular,900.0,900.0,24,9.876197511344962
MARIGAT,Retail,male,monthly,900.0,900.0,8,12.03877242744983
Lungalunga,Agriculture,male,bullet,900.0,900.0,26,16.82103064717211
MARIGAT,Clothing,female,monthly,900.0,900.0,26,14.141281610121572
Kisumu,Personal Use,male,monthly,900.0,900.0,28,8.424668079591132
Kauma,Agriculture,female,bullet,900.0,900.0,23,19.497799169253653
Kapsabet,Services,female,irregular,900.0,900.0,34,10.793147617892226
Gatundu,Services,male,monthly,875.0,500.0,20,21.00656177324504
Olkalou,Food,female,monthly,875.0,875.0,25,13.253456153773426
"Barsheba, Mombasa",Arts,female,monthly,875.0,875.0,32,17.575175556139634
malindi,Health,female,monthly,875.0,875.0,13,14.098165146910846
Nunguni,Construction,male,monthly,875.0,875.0,18,19.94744360044918
"Eastleigh, Nairobi",Retail,female,monthly,875.0,875.0,28,20.191655654860977
Muranga,Agriculture,female,monthly,875.0,875.0,27,12.758838080190836
Nandi Hills,Personal Use,male,monthly,875.0,875.0,28,12.88871153112348
Likoni,Personal Use,female,irregular,875.0,875.0,29,23.843469086127588
Usenge;Kisumu,Food,male,monthly,875.0,275.0,9,16.411421383940944
Likoni,Transportation,male,irregular,875.0,875.0,28,18.381216553324077
Kitengela,Food,male,monthly,875.0,375.0,13,27.130712224158795
Nunguni,Transportation,male,monthly,875.0,525.0,16,21.259799371261057
Eastlands,Agriculture,male,monthly,875.0,875.0,24,20.299029441760137
Mariakani,Construction,male,monthly,875.0,875.0,24,20.08349627278279
mamboleo Kisumu,Clothing,female,monthly,875.0,875.0,34,18.814608452955124
Kisumu,Arts,female,monthly,875.0,875.0,27,20.100865737534402
Mariakani,Retail,male,irregular,875.0,875.0,33,22.896082924241774
Kilfi,Food,male,monthly,875.0,875.0,26,17.089689812655315
"Kangemi,Nairobi",Retail,female,monthly,875.0,875.0,26,15.14858139179188
Ngara,Food,male,irregular,850.0,850.0,21,24.381345379658445
"Kwa Reuben, Nairobi.",Services,female,irregular,850.0,850.0,30,24.143423304387177
Thika Road,Transportation,male,monthly,850.0,850.0,13,18.89047371420526
Nakuru East,Services,male,monthly,850.0,850.0,31,20.547867641460368
Kangundo,Agriculture,female,monthly,850.0,850.0,31,23.252427529693517
Nyandarua,Agriculture,male,monthly,850.0,850.0,29,14.953208291788613
Shikoti-kakamega,Transportation,male,monthly,850.0,850.0,23,17.613491271898138
"Bamburi, Mombasa",Food,female,monthly,850.0,850.0,25,24.844157726012895
Kakamega,Education,female,monthly,850.0,850.0,34,19.230861922345987
"Jomvu, Mombasa",Construction,male,monthly,850.0,850.0,22,17.089471601837648
East Nairobi,Agriculture,female,irregular,850.0,850.0,34,16.054400033533806
Mariakani,Housing,male,monthly,850.0,850.0,28,21.772191227465623
Bomet ;Narok,Manufacturing,male,monthly,850.0,850.0,32,17.462488587139006
Mariakani,Transportation,female,irregular,850.0,850.0,30,22.869707886602566
Moi's Bridge,Agriculture,male,irregular,850.0,550.0,8,15.07198942290819
Nairobi Central,Personal Use,male,monthly,850.0,850.0,32,17.594587646221996
AWASI,Health,female,monthly,850.0,850.0,32,17.035920928261753
Matuu,Agriculture,male,irregular,850.0,850.0,27,17.90521798101401
Nanyuki,Manufacturing,male,irregular,850.0,850.0,21,19.47141465315291
ELDAMA RAVINE,Construction,female,monthly,850.0,850.0,18,4.666075463479144
Kenyenya,Personal Use,male,monthly,825.0,825.0,26,12.285937704574982
ELDAMA RAVINE,Construction,male,monthly,825.0,825.0,31,10.678181442942334
MARIGAT,Agriculture,male,monthly,825.0,825.0,21,15.15349211823221
"Bombolulu-Kisimani, Mombasa",Retail,female,monthly,825.0,825.0,27,25.7566410234114
KYAMBEKE,Entertainment,male,monthly,825.0,825.0,26,13.850662713619585
Ngong,Transportation,male,monthly,825.0,825.0,20,13.775128804320929
Mariakani,Food,male,monthly,825.0,825.0,27,14.420337341538476
Muhuru,Services,male,monthly,825.0,825.0,24,17.705807100556
Narok,Manufacturing,female,monthly,825.0,825.0,20,20.718117470696093
Ikinu,Agriculture,male,monthly,825.0,825.0,32,13.423751075906534
"Mwandoni, Mombasa",Retail,female,monthly,825.0,825.0,31,18.633306519000183
Iriani,Personal Use,male,monthly,825.0,825.0,29,5.0963323048090095
Kisii,Personal Use,male,monthly,825.0,825.0,23,13.90422835211339
Majengo,Retail,female,monthly,825.0,825.0,28,17.506191415587935
Nkubu,Services,male,monthly,825.0,825.0,29,21.714094511676663
Keroka,Manufacturing,male,monthly,825.0,825.0,18,11.953304624207599
Giathaini,Agriculture,male,monthly,825.0,825.0,27,21.543765540013286
Machakos,Agriculture,female,irregular,800.0,800.0,27,12.381021487482203
Kisauni,Entertainment,female,irregular,800.0,800.0,29,25.98339651226878
nyeri,Clothing,female,irregular,800.0,800.0,30,16.034255098617006
Gatitu,Agriculture,female,monthly,800.0,800.0,30,14.651307813862003
Kitengela,Construction,male,monthly,800.0,800.0,30,16.687552736121027
Keroka,Agriculture,female,irregular,800.0,800.0,26,13.529621915338852
Embu,Manufacturing,male,monthly,800.0,800.0,28,22.896984847151508
"Kaptumo, Kapsabet",Agriculture,male,monthly,800.0,450.0,8,19.06833171149638
Githurai,Agriculture,male,monthly,800.0,800.0,30,14.706919575395093
Nyahururu,Manufacturing,male,irregular,800.0,800.0,25,21.301373004695655
Machakos,Manufacturing,female,monthly,800.0,800.0,24,10.048531729253275
Sokoke,Agriculture,female,bullet,800.0,800.0,20,19.644576376163982
Katito,Agriculture,male,monthly,800.0,800.0,30,17.142418863969276
Kombewa,Food,female,monthly,800.0,800.0,25,9.929620348494407
Kitengela,Personal Use,female,monthly,800.0,800.0,24,15.169328256139575
Githunguri,Health,male,irregular,800.0,800.0,31,26.037236553978946
Olkalou,Services,male,monthly,800.0,800.0,27,18.064485780657645
"Kabartonjo, Baringo county",Retail,female,monthly,800.0,800.0,28,14.45791649134996
Lango Baya,Agriculture,female,bullet,800.0,800.0,31,16.132419549862483
Mombasa,Housing,female,irregular,800.0,800.0,28,14.095906828409573
Kisumu,Housing,female,irregular,800.0,800.0,24,20.994626891957115
Eastland,Construction,male,monthly,800.0,800.0,30,15.57053903135544
Kitale,Education,female,irregular,800.0,800.0,28,17.66213055856285
"Miknjuni, Miritini",Retail,female,monthly,800.0,300.0,10,20.818135175627194
Kilifi Township,Agriculture,female,bullet,800.0,800.0,25,20.135912399714236
Iten,Transportation,male,irregular,800.0,800.0,21,21.229043975385157
"Miritini, Mombasa",Education,female,monthly,800.0,800.0,19,17.944830982406273
nyeri,Retail,male,irregular,800.0,650.0,24,21.369263234488873
nyeri,Personal Use,female,monthly,800.0,800.0,28,23.457755958593577
Litein,Services,male,irregular,800.0,800.0,28,23.290217513388615
Mombasa,Manufacturing,male,irregular,800.0,800.0,30,11.200238041730843
Ikinu,Agriculture,female,monthly,800.0,800.0,17,20.106105645546503
Samburu,Housing,female,irregular,800.0,800.0,29,23.597269876541258
"Jomvu, Mombasa",Housing,male,monthly,800.0,800.0,22,10.906479432770167
Mombasa,Housing,male,irregular,800.0,275.0,9,18.266574602424317
Kilifi,Food,male,irregular,800.0,800.0,12,11.439038533654516
Kisumu,Clothing,male,irregular,800.0,800.0,32,11.996018603135942
Ongata-Rongai,Retail,male,irregular,800.0,800.0,22,22.81821599985769
Meru,Clothing,female,irregular,800.0,450.0,18,17.806448793126716
Bamba Kilifi,Food,female,monthly,800.0,800.0,31,18.496759240483556
Nakuru,Arts,female,monthly,800.0,800.0,28,15.434712544878746
Molo,Retail,female,irregular,800.0,800.0,21,13.35689407198426
Dandora Nairobi,Agriculture,male,monthly,800.0,800.0,12,17.330580536410444
"Likoni, Mombasa",Clothing,female,monthly,800.0,800.0,23,22.882468238756072
Muhoroni,Clothing,female,irregular,800.0,800.0,30,15.181536988433898
Kamulu,Personal Use,male,monthly,800.0,800.0,23,12.892084415092112
Kapsabet,Agriculture,female,irregular,800.0,800.0,18,15.100154245910462
Kiambu,Education,female,irregular,800.0,800.0,31,15.131524236209213
Kimilili,Retail,female,irregular,800.0,800.0,16,20.854680658846416
Nakuru,Manufacturing,male,irregular,775.0,775.0,19,10.52273256257823
Molo,Education,male,monthly,775.0,775.0,28,15.28125277722225
Kilifi,Housing,male,monthly,775.0,775.0,16,14.4637200048271
mamboleo Kisumu,Food,female,monthly,775.0,775.0,29,14.332132316095745
Ukunda Town,Manufacturing,male,monthly,775.0,775.0,28,19.391027463612666
Mombasa,Construction,male,irregular,775.0,775.0,27,25.382374846491484
Kibwezi,Construction,female,monthly,775.0,775.0,19,17.6500694686278
Koyango Manyatta-kisumu,Services,male,monthly,775.0,775.0,30,20.157685044803177
nyeri,Services,male,irregular,775.0,775.0,28,21.138121571143987
Githiga,Agriculture,female,monthly,775.0,775.0,24,11.845994862112796
Oloitoktok,Manufacturing,male,monthly,775.0,775.0,29,15.814021038567459
ELDAMA RAVINE,Health,male,monthly,775.0,775.0,28,11.079222886653735
